id,Price
300000,81.733696
300001,81.88927
300002,81.306725
300003,82.832214
300004,80.65609
300005,81.01272
300006,82.261765
300007,83.935425
300008,81.174194
300009,80.750465
300010,81.25941
300011,80.582146
300012,81.28462
300013,82.58929
300014,81.96126
300015,81.901566
300016,82.262
300017,82.36612
300018,82.949936
300019,82.45373
300020,82.67455
300021,80.948906
300022,80.80551
300023,81.11921
300024,82.00959
300025,81.80847
300026,82.22134
300027,81.0978
300028,82.6886
300029,82.099335
300030,83.39408
300031,82.183395
300032,81.389465
300033,81.07319
300034,80.78197
300035,80.62672
300036,81.965706
300037,82.13288
300038,82.22566
300039,81.040665
300040,82.12387
300041,81.6791
300042,81.8971
300043,82.32839
300044,84.12788
300045,83.74055
300046,81.77325
300047,82.75185
300048,83.446266
300049,80.69858
300050,80.62784
300051,82.36595
300052,81.94838
300053,82.24242
300054,82.37628
300055,80.98664
300056,80.49635
300057,81.41498
300058,82.438065
300059,83.021736
300060,81.88683
300061,82.391685
300062,80.88966
300063,81.35011
300064,81.80732
300065,81.704475
300066,84.15773
300067,82.947914
300068,79.317604
300069,81.548386
300070,82.34931
300071,82.99836
300072,80.59653
300073,81.73438
300074,82.03677
300075,81.198395
300076,79.72343
300077,80.13501
300078,82.78295
300079,83.2133
300080,80.97262
300081,83.60818
300082,80.19654
300083,80.746704
300084,81.14148
300085,82.157684
300086,79.99467
300087,82.05589
300088,80.83482
300089,82.81933
300090,81.407616
300091,80.83676
300092,81.22439
300093,81.38858
300094,81.55461
300095,81.360344
300096,82.32129
300097,81.763466
300098,82.68883
300099,82.92821
300100,83.311584
300101,81.72705
300102,81.647835
300103,80.32444
300104,82.87338
300105,82.56868
300106,80.99374
300107,79.29067
300108,80.524185
300109,82.891426
300110,81.93598
300111,80.52817
300112,81.38447
300113,80.7782
300114,83.268326
300115,82.3548
300116,83.434006
300117,83.04873
300118,81.58299
300119,79.91959
300120,80.608925
300121,82.5802
300122,81.57143
300123,79.854294
300124,81.3766
300125,79.86242
300126,81.480156
300127,81.872696
300128,82.21559
300129,82.41897
300130,80.78
300131,80.82006
300132,81.687744
300133,80.90998
300134,80.807686
300135,81.82627
300136,81.59935
300137,81.04576
300138,81.040375
300139,80.67921
300140,80.52385
300141,81.7149
300142,81.81386
300143,82.68919
300144,81.33549
300145,80.937645
300146,81.712135
300147,83.02455
300148,81.94486
300149,82.04982
300150,82.646774
300151,80.581215
300152,80.577515
300153,80.15648
300154,81.336395
300155,82.0
300156,83.51927
300157,81.39237
300158,84.09868
300159,83.21199
300160,81.09999
300161,81.14511
300162,82.40293
300163,80.99751
300164,80.223206
300165,81.362724
300166,82.51918
300167,81.216576
300168,81.52287
300169,81.79202
300170,79.27508
300171,81.63835
300172,81.22294
300173,81.58658
300174,82.03453
300175,80.83106
300176,82.74702
300177,80.09657
300178,82.367805
300179,82.69076
300180,84.81844
300181,81.81833
300182,81.15081
300183,80.687775
300184,81.5011
300185,81.516815
300186,83.292816
300187,80.83721
300188,82.03512
300189,82.202324
300190,80.08633
300191,82.39198
300192,80.924065
300193,80.88505
300194,81.681496
300195,82.082535
300196,81.75522
300197,80.74322
300198,80.46213
300199,79.9164
300200,81.37282
300201,80.611916
300202,79.89492
300203,82.587654
300204,79.415695
300205,81.49499
300206,81.055824
300207,79.564156
300208,79.94463
300209,81.76312
300210,80.39252
300211,82.234344
300212,81.89094
300213,83.00944
300214,83.78757
300215,81.136566
300216,81.26444
300217,80.55584
300218,82.96285
300219,81.73653
300220,79.91538
300221,82.28007
300222,82.612434
300223,81.30395
300224,82.270775
300225,82.763855
300226,83.01732
300227,79.993004
300228,82.978035
300229,81.80153
300230,81.778946
300231,82.233955
300232,81.64725
300233,82.34193
300234,82.86038
300235,82.83684
300236,80.47512
300237,82.5783
300238,82.43893
300239,81.29427
300240,81.47568
300241,83.18125
300242,83.35064
300243,79.44619
300244,80.750404
300245,79.879845
300246,80.11877
300247,81.6775
300248,83.4729
300249,83.20436
300250,80.14659
300251,81.91766
300252,81.58225
300253,81.179474
300254,83.911285
300255,80.60717
300256,81.85119
300257,79.87172
300258,81.515816
300259,82.354126
300260,82.02785
300261,81.717285
300262,83.78924
300263,81.85406
300264,82.2038
300265,82.772385
300266,81.88609
300267,82.001945
300268,81.75594
300269,80.50296
300270,81.53125
300271,82.672035
300272,80.53409
300273,80.50291
300274,81.74379
300275,82.17917
300276,80.671234
300277,81.81027
300278,81.7906
300279,82.20017
300280,80.05743
300281,79.8012
300282,82.06982
300283,81.90298
300284,82.44113
300285,81.507904
300286,83.13632
300287,82.60726
300288,79.91269
300289,81.42567
300290,83.45648
300291,81.92594
300292,81.7367
300293,81.35791
300294,81.357605
300295,81.26861
300296,81.931885
300297,82.12214
300298,79.82776
300299,81.01938
300300,81.47088
300301,80.59827
300302,80.782616
300303,82.04966
300304,79.89513
300305,80.421196
300306,81.623436
300307,80.465614
300308,82.67971
300309,79.864006
300310,80.994316
300311,82.64738
300312,80.37479
300313,81.36414
300314,79.960175
300315,81.71086
300316,79.64128
300317,83.58832
300318,81.85498
300319,79.88173
300320,80.520706
300321,80.83917
300322,81.35002
300323,82.128716
300324,80.751854
300325,80.48765
300326,83.8174
300327,80.75564
300328,82.260956
300329,81.18307
300330,81.7519
300331,80.61797
300332,81.25309
300333,80.96547
300334,80.688774
300335,81.07587
300336,81.96721
300337,83.51039
300338,81.814384
300339,82.877304
300340,81.58339
300341,83.10072
300342,83.18023
300343,80.82355
300344,82.246994
300345,81.89173
300346,82.65011
300347,82.16241
300348,80.782616
300349,81.14927
300350,82.36115
300351,80.57121
300352,79.73005
300353,81.18481
300354,81.894485
300355,81.48221
300356,78.988075
300357,81.689476
300358,82.088455
300359,80.10785
300360,82.25319
300361,80.4281
300362,80.94476
300363,81.99553
300364,80.94068
300365,81.121254
300366,80.14963
300367,82.21693
300368,81.31186
300369,82.22172
300370,81.372345
300371,79.95959
300372,80.030624
300373,81.30168
300374,79.687515
300375,79.96922
300376,81.32333
300377,82.22148
300378,81.814476
300379,82.52042
300380,82.06968
300381,80.37489
300382,81.47416
300383,82.29408
300384,81.38885
300385,81.87045
300386,81.69602
300387,81.49785
300388,81.502464
300389,83.19113
300390,81.50452
300391,79.90681
300392,81.04909
300393,82.457275
300394,82.09258
300395,82.384056
300396,81.428246
300397,82.29989
300398,82.02328
300399,80.99365
300400,83.11244
300401,80.03217
300402,81.0636
300403,82.09009
300404,81.80183
300405,81.59844
300406,82.20459
300407,82.13387
300408,81.56941
300409,82.74708
300410,81.43757
300411,82.733826
300412,80.97847
300413,80.99765
300414,84.323296
300415,81.08365
300416,80.9228
300417,80.78926
300418,81.90962
300419,80.89655
300420,82.07256
300421,80.00096
300422,81.91375
300423,81.17436
300424,82.26506
300425,79.912186
300426,83.50462
300427,81.86559
300428,82.30366
300429,80.28597
300430,80.623245
300431,82.27034
300432,83.95213
300433,82.15262
300434,81.22472
300435,80.22134
300436,80.09184
300437,82.84725
300438,82.354
300439,82.082214
300440,82.91669
300441,83.394684
300442,81.58944
300443,84.27084
300444,82.092064
300445,80.96489
300446,80.65071
300447,80.26705
300448,83.360085
300449,81.726974
300450,80.5897
300451,82.98997
300452,81.627
300453,82.03189
300454,81.78094
300455,83.25594
300456,82.05736
300457,79.92399
300458,83.0722
300459,80.39307
300460,80.68028
300461,82.79441
300462,82.186745
300463,79.7015
300464,81.545105
300465,81.83624
300466,81.70118
300467,82.50245
300468,81.74281
300469,81.49922
300470,82.43601
300471,80.45624
300472,80.27659
300473,80.9118
300474,81.12592
300475,80.08137
300476,80.646385
300477,82.23239
300478,81.02037
300479,80.72722
300480,80.607994
300481,79.18792
300482,81.20875
300483,79.75415
300484,83.06256
300485,83.64483
300486,82.056656
300487,80.52222
300488,81.67824
300489,80.90672
300490,80.83541
300491,81.52105
300492,81.02578
300493,81.33044
300494,81.721214
300495,82.14693
300496,81.11746
300497,81.06532
300498,80.6659
300499,81.15338
300500,80.611786
300501,81.63546
300502,80.933334
300503,81.34957
300504,79.28875
300505,81.54443
300506,82.91335
300507,80.233986
300508,80.5164
300509,81.780464
300510,82.31982
300511,82.27911
300512,79.96216
300513,84.47481
300514,81.58497
300515,81.11771
300516,81.46146
300517,80.70552
300518,81.17641
300519,79.75499
300520,81.73396
300521,80.54284
300522,80.25044
300523,82.03037
300524,79.380775
300525,82.383644
300526,81.83681
300527,80.62655
300528,81.19713
300529,82.567085
300530,81.4163
300531,80.81026
300532,81.77687
300533,80.45692
300534,81.75401
300535,82.32617
300536,81.98819
300537,81.7848
300538,79.86932
300539,81.54858
300540,83.46665
300541,81.055244
300542,82.068504
300543,82.463615
300544,81.823555
300545,79.80102
300546,82.04779
300547,80.15758
300548,79.7775
300549,80.98748
300550,82.20671
300551,82.45396
300552,82.242325
300553,79.27802
300554,82.86935
300555,81.62324
300556,80.47805
300557,79.303276
300558,80.29445
300559,80.538315
300560,81.17713
300561,81.83823
300562,81.14591
300563,80.8495
300564,82.167625
300565,80.41666
300566,81.83459
300567,80.057556
300568,80.26335
300569,81.11016
300570,81.44132
300571,81.01583
300572,83.0705
300573,81.32328
300574,83.05121
300575,82.84788
300576,80.61248
300577,81.35369
300578,83.777824
300579,80.4018
300580,81.21043
300581,80.21975
300582,83.41782
300583,82.40267
300584,83.01206
300585,81.552895
300586,82.726814
300587,81.031525
300588,81.6667
300589,82.338135
300590,83.443306
300591,80.723976
300592,81.36279
300593,81.75913
300594,82.49289
300595,81.216606
300596,80.396126
300597,81.19546
300598,81.70421
300599,82.31319
300600,81.17836
300601,82.98965
300602,80.62039
300603,82.474236
300604,81.00092
300605,81.072655
300606,81.45087
300607,81.86986
300608,82.450806
300609,80.607155
300610,81.62436
300611,81.179115
300612,81.67414
300613,81.18141
300614,82.39088
300615,81.506714
300616,82.78021
300617,82.00235
300618,83.36044
300619,81.34157
300620,82.44126
300621,80.54313
300622,81.234085
300623,82.02011
300624,82.25302
300625,81.78764
300626,82.632965
300627,80.37643
300628,79.43394
300629,81.3145
300630,79.9281
300631,82.122444
300632,81.732765
